date_week,card_id,count_trx,sales
2/12/2023,5000700206175,1,49
,5000700310524,0,
11/5/2023,5000700296920,1,56
12/24/2023,5000700296920,2,295
12/17/2023,5000700092943,2,32166.75
10/1/2023,5000700092943,1,899
3/12/2023,5000700100530,1,2671
1/1/2023,5000700100530,1,264.75
4/16/2023,5000700248243,1,4908.75
12/24/2023,5000700248243,2,1019.1
12/10/2023,5000700248243,1,419.82
1/15/2023,5000700248243,1,499
12/17/2023,5000700302136,1,480
7/30/2023,5000700281837,1,562.25
6/11/2023,5000700261873,2,249.5
12/24/2023,5000700261873,2,614.75
11/19/2023,5000700261873,1,453.75
5/21/2023,5000700070571,1,149.92
7/30/2023,5000700070571,1,1711.75
8/27/2023,5000700070571,1,524
3/12/2023,5000700070571,1,338.75
6/4/2023,5000700070571,3,1180.5
9/24/2023,5000700293758,1,799
6/4/2023,5000700115466,2,1016
10/1/2023,5000700229468,2,2203.4
7/30/2023,5000700229468,1,989.25
11/12/2023,5000700229468,1,423
1/15/2023,5000700229468,1,147
3/19/2023,5000700266095,5,6471.05
10/1/2023,5000700266095,1,575.5
2/19/2023,5000700007675,1,336.25
2/19/2023,5000700280206,1,996.5
,5000700208961,0,
1/29/2023,5000700075398,1,899.75
3/12/2023,5000700114058,1,29.5
11/19/2023,5000700114058,1,189.75
7/2/2023,5000700114058,1,1094.77
4/2/2023,5000700114058,2,560.25
12/10/2023,5000700201652,3,2285.36
2/12/2023,5000700243589,1,75
1/29/2023,5000700275811,1,558
4/9/2023,5000700275811,1,506
2/19/2023,5000700275811,1,98.5
7/16/2023,5000700275811,1,1113.32
8/27/2023,5000700275811,1,1065.25
5/21/2023,5000700275811,1,1499
,5000700171826,0,
9/24/2023,5000700244562,1,1312.41
8/27/2023,5000700244562,1,894.25
11/26/2023,5000700244562,1,1535.75
11/5/2023,5000700244562,2,1698.5
2/12/2023,5000700191365,1,156.5
5/28/2023,5000700191365,1,3076.62
10/8/2023,5000700191365,1,37
3/26/2023,5000700191365,2,1389.54
6/25/2023,5000700016535,2,2221.36
12/17/2023,5000700016535,1,639.2
3/5/2023,5000700271028,1,1131.5
12/24/2023,5000700271028,1,1349.75
3/12/2023,5000700281416,1,531.5
1/29/2023,5000700253343,1,471.4
6/18/2023,5000700253343,1,286.5
12/24/2023,5000700253343,3,1666.92
11/19/2023,5000700037882,1,361.51
12/3/2023,5000700293512,1,1449.75
4/23/2023,5000700102338,1,673.6
5/21/2023,5000700102338,2,1269
8/13/2023,5000700102338,2,950
7/2/2023,5000700102338,2,584.75
2/19/2023,5000700007716,1,821.5
10/22/2023,5000700294667,2,1683.25
12/24/2023,5000700294667,1,704.25
9/24/2023,5000700294667,1,629.5
3/5/2023,5000700093957,1,559.75
12/17/2023,5000700093957,2,1063.25
7/30/2023,5000700093957,2,539.25
12/24/2023,5000700093957,1,440.55
8/6/2023,5000700291089,1,2148.75
10/22/2023,5000700291089,1,34.5
11/19/2023,5000700263674,1,53
9/17/2023,5000700263674,1,568.5
,50007000303155,0,
11/26/2023,5000700269049,1,22.5
7/2/2023,5000700237761,1,1379.25
7/9/2023,5000700237761,1,720
10/1/2023,5000700237761,1,119.75
4/16/2023,5000700240486,1,1450
,5000700303252,0,
,5000700314652,0,
3/5/2023,5000700097384,1,506
7/2/2023,5000700030009,3,2298.5
7/9/2023,5000700030009,2,449.75
1/1/2023,5000700275952,3,2359.94
4/16/2023,5000700216079,1,1299
4/30/2023,5000700157518,1,1119.8
8/20/2023,5000700157518,2,199.62
7/9/2023,5000700157518,1,149.75
5/28/2023,5000700157518,2,1798.2
1/22/2023,5000700157518,3,837.55
7/16/2023,5000700210363,1,9825.5
8/27/2023,5000700293773,1,710
12/3/2023,5000700293773,1,408.95
9/24/2023,5000700293773,1,1084.69
12/24/2023,5000700293773,1,900
2/12/2023,5000700229372,3,329
5/14/2023,5000700229372,2,873.75
4/16/2023,5000700229372,2,354
4/30/2023,5000700205063,1,22.75
6/18/2023,5000700205063,1,599.75
3/5/2023,5000700205063,1,309.75
9/10/2023,5000700205063,2,454.75
4/23/2023,5000700266226,3,1637
1/8/2023,5000700266226,1,199.87
8/27/2023,5000700266226,1,209.82
9/17/2023,5000700266226,2,229
9/10/2023,5000700266226,1,87.5
7/30/2023,5000700266226,1,106
5/7/2023,5000700274436,1,500
10/29/2023,5000700208982,1,369.25
12/10/2023,5000700208982,1,950
11/5/2023,5000700208982,1,47.92
11/19/2023,5000700208982,1,86
5/28/2023,5000700208982,2,453.5
7/9/2023,5000700234778,1,679.5
11/12/2023,5000700234778,1,99.75
7/16/2023,5000700234778,1,249.75
6/18/2023,5000700234778,1,1489
1/15/2023,5000700234778,1,51.25
12/10/2023,5000700063507,2,1078.5
12/24/2023,5000700063507,3,6531.67
9/3/2023,5000700063507,3,64385.52
9/17/2023,5000700063507,2,899.6
1/29/2023,5000700257967,2,114.25
2/12/2023,5000700257967,1,590
1/8/2023,5000700257967,1,498.75
10/1/2023,5000700267892,2,828
8/6/2023,5000700267892,2,2433.75
10/29/2023,5000700267892,1,88
5/7/2023,5000700263683,1,345
10/8/2023,5000700263683,1,653.5
7/30/2023,5000700263683,3,820.5
9/24/2023,5000700263683,1,79.75
5/7/2023,5000700141173,4,2139.5
12/24/2023,5000700141173,1,929.75
5/28/2023,5000700141173,1,699.75
6/18/2023,5000700093998,2,1339.54
9/10/2023,5000700093998,4,18432.9
9/24/2023,5000700093998,1,2186
1/15/2023,5000700093998,2,3448.77
10/29/2023,5000700102129,2,925.25
8/27/2023,5000700102129,3,1852.5
9/3/2023,5000700102129,1,1307
7/2/2023,5000700132302,4,4443.14
7/30/2023,5000700132302,1,1002.25
11/12/2023,5000700251949,2,734.4
4/23/2023,5000700045519,3,378.75
4/9/2023,5000700045519,1,1164.27
11/12/2023,5000700045519,2,898.25
10/8/2023,5000700045519,4,2248.25
7/23/2023,5000700045519,1,59.75
,50000700313836,0,
,5000700259924,0,
7/16/2023,5000700143336,2,2101.75
6/11/2023,5000700143336,2,165.25
3/12/2023,5000700257978,1,170
8/6/2023,5000700257978,1,219.5
11/19/2023,5000700257978,2,540.62
9/24/2023,5000700257978,3,1026
12/10/2023,5000700257978,1,349.5
10/15/2023,5000700257978,1,549.75
7/16/2023,5000700257978,2,1136.75
6/11/2023,5000700257978,2,1267.75
1/8/2023,5000700161373,1,185
12/10/2023,5000700161373,1,629.75
2/19/2023,5000700161373,1,643.75
4/16/2023,5000700161373,1,200
5/21/2023,5000700161373,1,184.87
8/27/2023,5000700161373,2,789.75
1/15/2023,5000700161373,5,5632.31
11/5/2023,5000700295535,1,149
10/22/2023,5000700296073,3,1214.87
12/10/2023,5000700279690,1,79.75
8/6/2023,5000700193733,1,504.5
12/17/2023,5000700265059,1,1191.65
12/10/2023,5000700265059,2,879
7/16/2023,5000700265059,1,377.75
12/3/2023,5000700265059,1,209
12/3/2023,5000700278643,1,477
11/5/2023,5000700162440,1,140
5/7/2023,5000700253056,2,519.5
11/19/2023,5000700269435,1,390
6/11/2023,5000700169588,1,1013
8/13/2023,5000700169588,1,31.25
9/17/2023,5000700169588,1,999.5
11/5/2023,5000700169588,1,699.5
11/12/2023,5000700169588,1,188.75
2/19/2023,5000700256404,2,428.7
8/27/2023,5000700256404,1,527.75
8/13/2023,5000700256404,1,489.37
4/23/2023,5000700193595,3,686.02
4/23/2023,5000700197619,1,1384.5
7/30/2023,5000700197619,4,5458
12/10/2023,5000700197619,1,1148.5
11/26/2023,5000700197619,1,261.11
3/26/2023,5000700275307,3,3082
8/6/2023,5000700275307,1,2047.75
12/24/2023,5000700275307,3,1659.35
12/3/2023,5000700299179,3,1054.5
2/5/2023,5000700165003,2,1408.3
12/10/2023,5000700290679,2,1117.29
8/20/2023,5000700288895,2,1599.25
,5000700280166,0,
4/30/2023,5000700249635,1,72
3/26/2023,5000700249635,1,9.75
1/8/2023,5000700249635,1,290
12/10/2023,5000700249635,2,238.5
4/16/2023,5000700205652,1,4066.35
11/26/2023,5000700205652,2,12509.51
9/24/2023,5000700205652,2,1308.55
7/23/2023,5000700205652,1,1980
11/12/2023,5000700205652,1,379.75
1/1/2023,5000700205652,1,679.5
11/26/2023,5000700290214,1,535
12/3/2023,5000700043784,5,10119.5
11/26/2023,5000700043784,1,1476.96
2/5/2023,5000700043784,1,400
6/18/2023,5000700043784,1,144.5
4/30/2023,5000700006467,1,509.66
11/19/2023,5000700006467,1,529.5
10/22/2023,5000700006467,1,578.75
,5000700313485,0,
8/13/2023,5000700035153,2,1276.05
2/19/2023,5000700035153,1,608.5
11/26/2023,5000700035153,1,588.97
8/20/2023,5000700035153,1,729.25
1/29/2023,5000700035153,1,249.75
9/3/2023,5000700052860,3,5341.95
8/13/2023,5000700052860,1,2797.55
6/25/2023,5000700135611,1,609
6/11/2023,5000700135611,1,868.25
7/2/2023,5000700135611,3,1069.64
12/10/2023,5000700135611,1,619.5
8/6/2023,5000700135611,2,599.05
3/12/2023,5000700135611,1,80
5/7/2023,5000700135611,1,131.75
